Abbreviation	Subsystem_new	removed_duplicate_subsystem	evidence
r_3600	transport [cytoplasm, lipid_particle]		
r_3601	transport [cytoplasm, cell_envelope]		
r_3602	transport [cytoplasm, cell_envelope]		
r_3603	transport [cytoplasm, cell_envelope]		
r_3604	transport [cytoplasm, cell_envelope]		
r_3605	transport [cytoplasm, cell_envelope]		
r_3606	transport [cytoplasm, cell_envelope]		
r_3607	transport [cytoplasm, cell_envelope]		
r_3608	transport [cytoplasm, cell_envelope]		
r_3609	transport [cytoplasm, cell_envelope]		
r_3610	transport [cytoplasm, cell_envelope]		
r_3611	transport [cytoplasm, cell_envelope]		
r_3612	transport [cytoplasm, cell_envelope]		
r_3613	transport [cytoplasm, cell_envelope]		
r_3614	transport [cytoplasm, cell_envelope]		
r_3615	transport [cytoplasm, cell_envelope]		
r_3616	transport [cytoplasm, cell_envelope]		
r_3617	transport [cytoplasm, cell_envelope]		
r_3618	transport [cytoplasm, cell_envelope]		
r_3619	transport [cytoplasm, cell_envelope]		
r_3620	transport [cytoplasm, cell_envelope]		
r_3621	transport [cytoplasm, cell_envelope]		
r_3622	transport [cytoplasm, cell_envelope]		
r_3623	transport [cytoplasm, cell_envelope]		
r_3624	transport [cytoplasm, cell_envelope]		
r_3625	transport [cytoplasm, cell_envelope]		
r_3626	transport [cytoplasm, cell_envelope]		
r_3627	transport [cytoplasm, cell_envelope]		
r_3628	transport [cytoplasm, cell_envelope]		
r_3629	transport [cytoplasm, cell_envelope]		
r_3630	transport [cytoplasm, cell_envelope]		
r_3631	transport [cytoplasm, cell_envelope]		
r_3632	transport [cytoplasm, nucleus]		
r_3633	transport [cytoplasm, nucleus]		
r_3634	transport [cytoplasm, nucleus]		
r_3635	transport [cytoplasm, nucleus]		
r_3636	transport [cytoplasm, nucleus]		
r_3637	transport [cytoplasm, nucleus]		
r_3638	transport [cytoplasm, nucleus]		
r_3639	transport [cytoplasm, nucleus]		
r_3640	transport [cytoplasm, nucleus]		
r_3641	transport [cytoplasm, nucleus]		
r_3642	transport [cytoplasm, nucleus]		
r_3643	transport [cytoplasm, nucleus]		
r_3644	transport [cytoplasm, nucleus]		
r_3645	transport [cytoplasm, nucleus]		
r_3646	transport [cytoplasm, nucleus]		
r_3647	transport [cytoplasm, nucleus]		
r_3648	transport [cytoplasm, vacuolar_membrane]		
r_3649	transport [cytoplasm, vacuolar_membrane]		
r_3650	transport [cytoplasm, vacuolar_membrane]		
r_3651	transport [cytoplasm, vacuolar_membrane]		
r_3652	transport [cytoplasm, vacuolar_membrane]		
r_3653	transport [cytoplasm, vacuolar_membrane]		
r_3654	transport [cytoplasm, vacuolar_membrane]		
r_3655	transport [cytoplasm, vacuolar_membrane]		
r_3656	transport [cytoplasm, vacuolar_membrane]		
r_3657	transport [cytoplasm, vacuolar_membrane]		
r_3658	transport [cytoplasm, vacuolar_membrane]		
r_3659	transport [cytoplasm, vacuolar_membrane]		
r_3660	transport [cytoplasm, vacuolar_membrane]		
r_3661	transport [cytoplasm, vacuolar_membrane]		
r_3662	transport [cytoplasm, golgi_membrane]		
r_3663	transport [cytoplasm, golgi_membrane]		
r_3664	transport [cytoplasm, golgi_membrane]		
r_3665	transport [cytoplasm, golgi_membrane]		
r_3666	transport [cytoplasm, golgi_membrane]		
r_3667	transport [cytoplasm, golgi_membrane]		
r_3668	transport [cytoplasm, mitochondrial_membrane]		
r_3669	transport [cytoplasm, mitochondrial_membrane]		
r_3670	transport [cytoplasm, mitochondrial_membrane]		
r_3671	transport [cytoplasm, mitochondrial_membrane]		
r_3672	transport [cytoplasm, mitochondrial_membrane]		
r_3673	transport [cytoplasm, mitochondrial_membrane]		
r_3674	transport [cytoplasm, mitochondrial_membrane]		
r_3675	transport [cytoplasm, mitochondrial_membrane]		
r_3676	transport [cytoplasm, mitochondrial_membrane]		
r_3677	transport [cytoplasm, mitochondrial_membrane]		
r_3678	transport [cytoplasm, mitochondrial_membrane]		
r_3679	transport [cytoplasm, mitochondrial_membrane]		
r_3680	transport [cytoplasm, mitochondrial_membrane]		
r_3681	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3682	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3683	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3684	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3685	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3686	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3687	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3688	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3689	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3690	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3691	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3692	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3693	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3694	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3695	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3696	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3697	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3698	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3699	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3700	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3701	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3702	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3703	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3704	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3705	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3706	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3707	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3708	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3709	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3710	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3711	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3712	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3713	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3714	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3715	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3716	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3717	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3718	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3719	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3720	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3721	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3722	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3723	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3724	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3725	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3726	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3727	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3728	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3729	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3730	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3731	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3732	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3733	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3734	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3735	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3736	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3737	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3738	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3739	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3740	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3741	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3742	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3743	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3744	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3745	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3746	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3747	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3748	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3749	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3750	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3751	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3752	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3753	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3754	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3755	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3756	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3757	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3758	transport [endoplasmic_reticulum_membrane, lipid_particle]		
r_3759	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3760	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3761	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3762	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3763	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3764	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3765	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3766	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3767	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3768	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3769	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3770	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3771	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3772	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3773	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3774	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3775	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3776	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3777	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3778	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3779	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3780	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3781	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3782	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3783	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3784	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3785	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3786	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3787	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3788	transport [endoplasmic_reticulum_membrane, mitochondrial_membrane]		
r_3789	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3790	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3791	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3792	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3793	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3794	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3795	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3796	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3797	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3798	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3799	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3800	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3801	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3802	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3803	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3804	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3805	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3806	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3807	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3808	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3809	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3810	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3811	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3812	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3813	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3814	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3815	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3816	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3817	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3818	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3819	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3820	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3821	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3822	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3823	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3824	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3825	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3826	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3827	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3828	transport [endoplasmic_reticulum_membrane, golgi_membrane]		
r_3829	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3830	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3831	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3832	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3833	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3834	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3835	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3836	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3837	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3838	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3839	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3840	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3841	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3842	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3843	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3844	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3845	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3846	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3847	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3848	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3849	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3850	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3851	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3852	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3853	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3854	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3855	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3856	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3857	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3858	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3859	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3860	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3861	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3862	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3863	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3864	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
r_3865	transport [endoplasmic_reticulum_membrane, vacuolar_membrane]		
